,时间 (s),光功率(μW)
3719,1166.4,206.0
3720,1166.5,209.7
3721,1166.6,243.5
3722,1166.7,213.2
3723,1166.8,151.8
3724,1166.9,220.6
3725,1167.0,194.9
3726,1167.1,202.9
3727,1167.2,187.7
3728,1167.3,159.2
3729,1167.4,144.2
3730,1167.5,175.5
3731,1167.6,219.9
3732,1167.7,286.6
3733,1167.8,243.8
3734,1167.9,229.6
3735,1168.0,298.3
3736,1168.1,324.9
3737,1168.2,346.8
3738,1168.3,279.2
3739,1168.4,273.1
3740,1168.5,245.5
3741,1168.6,250.9
3742,1168.7,227.0
3743,1168.8,360.1
3744,1168.9,311.4
3745,1169.0,308.7
3746,1169.1,252.0
3747,1169.2,121.9
3748,1169.3,-23.2
3749,1169.4,199.1
3750,1169.5,484.3
3751,1169.6,-47.0
3752,1169.7,99.8
3753,1169.8,218.8
3754,1169.9,160.6
3755,1170.0,123.3
3756,1170.1,265.6
3757,1170.2,437.3
3758,1170.3,497.6
3759,1170.4,307.6
3760,1170.5,322.1
3761,1170.6,144.2
3762,1170.7,387.5
3763,1170.8,167.2
3764,1170.9,520.5
3765,1171.0,273.6
3766,1171.1,511.8
3767,1171.2,354.7
3768,1171.3,71.7
3769,1171.4,-346.5
3770,1171.5,-794.9
3771,1171.6,-1000.0
3772,1171.7,-1000.0
3773,1171.8,-1000.0
3774,1171.9,-1000.0
3775,1172.0,-1000.0
3776,1172.1,-1000.0
3777,1172.2,-1000.0
3778,1172.3,-1000.0
3779,1172.4,-1000.0
3780,1172.5,-1000.0
3781,1172.6,-1000.0
3782,1172.7,-922.6
3783,1172.8,-1000.0
3784,1172.9,-1000.0
3785,1173.0,-1000.0
3786,1173.1,-803.7
3787,1173.2,-923.0
3788,1173.3,-1000.0
3789,1173.4,-1000.0
3790,1173.5,-1000.0
3791,1173.6,-1000.0
3792,1173.7,-1000.0
3793,1173.8,-862.4
3794,1173.9,-711.2
3795,1174.0,-379.9
3796,1174.1,-285.2
3797,1174.2,-309.9
3798,1174.3,-249.8
3799,1174.4,-221.7
3800,1174.5,-186.6
3801,1174.6,-192.0
3802,1174.7,-164.0
3803,1174.8,-108.6
3804,1174.9,-125.8
3805,1175.0,-142.8
3806,1175.1,-125.1
3807,1175.2,-141.2
3808,1175.3,-48.3
3809,1175.4,47.7
3810,1175.5,156.1
3811,1175.6,189.5
3812,1175.7,195.4
3813,1175.8,267.5
3814,1175.9,222.0
3815,1176.0,178.8
3816,1176.1,228.7
3817,1176.2,247.1
3818,1176.3,210.3
3819,1176.4,263.2
3820,1176.5,251.6
3821,1176.6,239.7
3822,1176.7,212.0
3823,1176.8,273.6
3824,1176.9,231.0
3825,1177.0,201.2
3826,1177.1,189.7
3827,1177.2,187.7
3828,1177.3,145.5
3829,1177.4,139.8
3830,1177.5,44.8
3831,1177.6,-16.7
3832,1177.7,-71.5
3833,1177.8,-159.2
3834,1177.9,-171.0
3835,1178.0,-203.1
3836,1178.1,-300.4
3837,1178.2,-330.8
3838,1178.3,-422.5
3839,1178.4,-494.9
3840,1178.5,-558.2
3841,1178.6,-620.0
3842,1178.7,-741.7
3843,1178.8,-832.6
3844,1178.9,-939.5
3845,1179.0,-903.2
3846,1179.1,-998.0
3847,1179.2,-1000.0
3848,1179.3,-1000.0
3849,1179.4,-1000.0
3850,1179.5,-1000.0
3851,1179.6,-1000.0
3852,1179.7,-970.7
3853,1179.8,-1000.0
3854,1179.9,-934.7
3855,1180.0,-892.2
3856,1180.1,-980.6
3857,1180.2,-1000.0
3858,1180.3,-1000.0
3859,1180.4,-1000.0
3860,1180.5,-1000.0
3861,1180.6,-1000.0
3862,1180.7,-1000.0
3863,1180.8,-1000.0
3864,1180.9,-1000.0
3865,1181.0,-1000.0
3866,1181.1,-1000.0
3867,1181.2,-1000.0
3868,1181.3,-916.0
3869,1181.4,-706.2
3870,1181.5,-806.6
3871,1181.6,-647.0
3872,1181.7,-614.7
3873,1181.8,-537.9
3874,1181.9,-339.4
3875,1182.0,-214.3
3876,1182.1,-342.6
3877,1182.2,-48.4
3878,1182.3,74.5
3879,1182.4,-136.7
3880,1182.5,51.8
3881,1182.6,163.9
3882,1182.7,371.6
3883,1182.8,214.9
3884,1182.9,232.0
3885,1183.0,333.5
3886,1183.1,358.7
3887,1183.2,380.2
3888,1183.3,165.4
3889,1183.4,142.3
3890,1183.5,325.7
3891,1183.6,255.9
3892,1183.7,496.1
3893,1183.8,512.3
3894,1183.9,-234.2
3895,1184.0,202.4
3896,1184.1,-140.8
3897,1184.2,-210.3
3898,1184.3,-421.2
3899,1184.4,-439.2
3900,1184.5,-435.7
3901,1184.6,-546.4
3902,1184.7,-522.9
3903,1184.8,-807.5
3904,1184.9,-807.6
3905,1185.0,-722.1
3906,1185.1,-825.4
3907,1185.2,-944.0
3908,1185.3,-936.0
3909,1185.4,-929.6
3910,1185.5,-1000.0
3911,1185.6,-960.0
3912,1185.7,-895.6
3913,1185.8,-1000.0
3914,1185.9,-1000.0
3915,1186.0,-1000.0
3916,1186.1,-1000.0
3917,1186.2,-1000.0
3918,1186.3,-1000.0
3919,1186.4,-1000.0
3920,1186.5,-1000.0
3921,1186.6,-739.3
3922,1186.7,-1000.0
3923,1186.8,-929.5
3924,1186.9,-1000.0
3925,1187.0,-797.3
3926,1187.1,-1000.0
3927,1187.2,-1000.0
3928,1187.3,-1000.0
3929,1187.4,-1000.0
3930,1187.5,-790.8
3931,1187.6,-1000.0
3932,1187.7,-962.8
3933,1187.8,-1000.0
3934,1187.9,-1000.0
3935,1188.0,-879.3
3936,1188.1,-1000.0
3937,1188.2,-1000.0
3938,1188.3,-1000.0
3939,1188.4,-1000.0
3940,1188.5,-940.2
3941,1188.6,-1000.0
3942,1188.7,-1000.0
3943,1188.8,-1000.0
3944,1188.9,-888.7
3945,1189.0,-1000.0
3946,1189.1,-1000.0
3947,1189.2,-1000.0
3948,1189.3,-1000.0
3949,1189.4,-1000.0
3950,1189.5,-925.8
3951,1189.6,-952.3
3952,1189.7,-909.7
3953,1189.8,-1000.0
3954,1189.9,-1000.0
3955,1190.0,-1000.0
3956,1190.1,-917.1
3957,1190.2,-869.7
3958,1190.3,-1000.0
3959,1190.4,-1000.0
3960,1190.5,-1000.0
3961,1190.6,-1000.0
3962,1190.7,-1000.0
3963,1190.8,-1000.0
3964,1190.9,-1000.0
3965,1191.0,-1000.0
3966,1191.1,-1000.0
3967,1191.2,-1000.0
3968,1191.3,-956.5
3969,1191.4,-1000.0
3970,1191.5,-1000.0
3971,1191.6,-1000.0
3972,1191.7,-928.9
3973,1191.8,-1000.0
3974,1191.9,-880.5
3975,1192.0,-1000.0
3976,1192.1,-1000.0
3977,1192.2,-1000.0
3978,1192.3,-1000.0
3979,1192.4,-1000.0
3980,1192.5,-1000.0
3981,1192.6,-1000.0
3982,1192.7,-1000.0
3983,1192.8,-847.7
3984,1192.9,-1000.0
3985,1193.0,-1000.0
3986,1193.1,-1000.0
3987,1193.2,-1000.0
3988,1193.3,-1000.0
3989,1193.4,-1000.0
3990,1193.5,-980.8
3991,1193.6,-1000.0
3992,1193.7,-1000.0
3993,1193.8,-1000.0
3994,1193.9,-1000.0
3995,1194.0,-1000.0
3996,1194.1,-1000.0
3997,1194.2,-1000.0
3998,1194.3,-870.9
3999,1194.4,-1000.0
4000,1194.5,-1000.0
4001,1194.6,-1000.0
